ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7437,0,0,2,0,-2
7438,0,0,7,0,-7
7439,0,0,98,0,-98
7440,1,1,464,1749,1285
7441,1,0,11,0,-11
7442,1,1,388,1776,1388
7443,0,0,32,0,-32
7444,0,0,48,0,-48
7445,1,0,114,0,-114
7446,1,0,102,0,-102
7447,1,1,482,1257,775
7448,0,0,11,0,-11
7449,0,0,58,0,-58
7450,1,1,359,1364,1005
7451,0,0,46,0,-46
7452,1,0,8,0,-8
7453,0,0,28,0,-28
7454,0,0,4,0,-4
7455,0,0,14,0,-14
7456,1,0,37,0,-37
7457,1,0,29,0,-29
7458,1,1,583,1263,680
7459,1,1,1356,1244,-112
7460,1,0,6,0,-6
7461,1,1,803,1315,512
7462,1,1,283,2017,1734
7463,1,0,2,0,-2
7464,1,0,74,0,-74
7465,0,0,35,0,-35
7466,1,1,635,1319,684
7467,0,0,3,0,-3
7468,1,0,23,0,-23
7469,1,1,489,2141,1652
7470,1,0,22,0,-22
7471,0,0,37,0,-37
7472,1,0,44,0,-44
7473,1,0,57,0,-57
7474,0,0,5,0,-5
7475,0,0,1,0,-1
7476,0,0,141,0,-141
7477,1,0,13,0,-13
7478,0,0,74,0,-74
7479,0,0,4,0,-4
7480,1,0,59,0,-59
7481,0,0,1,0,-1
7482,0,0,88,0,-88
7483,1,1,1622,1220,-402
7484,1,0,48,0,-48
7485,1,0,80,0,-80
7486,1,1,359,1632,1273
7487,1,0,17,0,-17
7488,1,0,21,0,-21
7489,0,0,1,0,-1
7490,1,0,33,0,-33
7491,0,0,123,0,-123
7492,1,0,60,0,-60
7493,1,0,27,0,-27
7494,0,0,23,0,-23
7495,0,0,34,0,-34
7496,1,1,102,1458,1356
7497,1,1,191,1655,1464
7498,0,0,7,0,-7
7499,0,0,84,0,-84
7500,1,1,163,1663,1500
7501,0,0,5,0,-5
7502,0,0,11,0,-11
7503,1,1,151,1345,1194
7504,0,0,129,0,-129
7505,1,0,116,0,-116
7506,1,1,250,1236,986
7507,0,0,22,0,-22
7508,1,1,237,1220,983
7509,0,0,283,0,-283
7510,1,0,64,0,-64
7511,1,1,440,1212,772
7512,1,0,33,0,-33
7513,1,0,39,0,-39
7514,1,1,358,1447,1089
7515,0,0,20,0,-20
7516,1,0,24,0,-24
7517,0,0,64,0,-64
7518,1,0,12,0,-12
7519,1,1,1233,1283,50
7520,1,1,205,3011,2806
7521,1,1,1339,1394,55
7522,0,0,10,0,-10
7523,0,0,12,0,-12
7524,1,0,49,0,-49
7525,1,0,20,0,-20
7526,1,0,21,0,-21
7527,0,0,85,0,-85
7528,1,1,143,1477,1334
7529,1,0,116,0,-116
7530,1,0,3,0,-3
7531,1,0,82,0,-82
7532,1,1,337,1746,1409
7533,1,1,394,1237,843
7534,0,0,2,0,-2
7535,1,0,47,0,-47
7536,1,0,20,0,-20
7537,0,0,99,0,-99
7538,0,0,18,0,-18
7539,0,0,18,0,-18
7540,1,0,13,0,-13
7541,0,0,62,0,-62
7542,1,1,914,1368,454
7543,1,1,902,1545,643
7544,0,0,106,0,-106
7545,0,0,10,0,-10
7546,0,0,12,0,-12
7547,1,0,7,0,-7
7548,1,1,544,1747,1203
7549,0,0,12,0,-12
7550,0,0,10,0,-10
7551,1,1,208,1333,1125
7552,0,0,14,0,-14
7553,1,0,26,0,-26
7554,0,0,41,0,-41
7555,1,0,52,0,-52
7556,1,1,118,1343,1225
7557,0,0,47,0,-47
7558,0,0,76,0,-76
7559,1,1,112,1453,1341
7560,1,0,8,0,-8
7561,1,1,166,1421,1255
7562,1,1,323,2025,1702
7563,0,0,97,0,-97
7564,1,1,245,2318,2073
7565,1,0,7,0,-7
7566,0,0,1,0,-1
7567,0,0,38,0,-38
7568,1,0,72,0,-72
7569,1,0,29,0,-29
7570,1,0,50,0,-50
7571,0,0,172,0,-172
7572,0,0,47,0,-47
7573,1,0,17,0,-17
7574,0,0,52,0,-52
7575,1,1,182,1237,1055
7576,1,0,33,0,-33
7577,0,0,122,0,-122
7578,0,0,13,0,-13
7579,1,0,156,0,-156
7580,1,1,706,1211,505
7581,0,0,10,0,-10
7582,0,0,27,0,-27
7583,0,0,8,0,-8
7584,0,0,40,0,-40
7585,0,0,28,0,-28
7586,1,0,16,0,-16
7587,1,0,75,0,-75
7588,1,0,26,0,-26
7589,0,0,216,0,-216
7590,1,0,30,0,-30
7591,1,0,52,0,-52
7592,1,0,195,0,-195
7593,1,0,57,0,-57
7594,1,1,110,1837,1727
7595,1,0,5,0,-5
7596,1,0,25,0,-25
7597,1,0,17,0,-17
7598,1,0,65,0,-65
7599,0,0,38,0,-38
7600,0,0,29,0,-29
7601,1,1,650,1229,579
7602,1,1,466,1538,1072
7603,1,0,24,0,-24
7604,1,1,592,1481,889
7605,1,0,43,0,-43
7606,0,0,1,0,-1
7607,1,0,3,0,-3
7608,0,0,40,0,-40
7609,1,0,70,0,-70
7610,0,0,25,0,-25
7611,1,1,350,1842,1492
7612,1,0,64,0,-64
7613,1,0,1,0,-1
7614,0,0,25,0,-25
7615,1,1,587,2055,1468
7616,0,0,12,0,-12
7617,0,0,104,0,-104
7618,1,1,1171,1261,90
7619,1,0,8,0,-8
7620,1,1,312,1423,1111
7621,1,1,520,1445,925
7622,1,1,80,1261,1181
7623,0,0,7,0,-7
7624,1,0,3,0,-3
7625,0,0,22,0,-22
7626,1,1,1311,1299,-12
7627,1,1,416,1439,1023
7628,1,0,3,0,-3
7629,0,0,73,0,-73
7630,1,0,60,0,-60
7631,1,0,64,0,-64
7632,1,1,203,1331,1128
7633,0,0,71,0,-71
7634,1,0,18,0,-18
7635,0,0,58,0,-58
7636,1,1,609,1383,774
7637,1,0,172,0,-172
7638,0,0,48,0,-48
7639,1,0,22,0,-22
7640,0,0,5,0,-5
7641,1,0,43,0,-43
7642,0,0,16,0,-16
7643,1,1,14,1451,1437
7644,0,0,66,0,-66
7645,0,0,6,0,-6
7646,1,1,205,1315,1110
7647,1,1,1464,1217,-247
7648,0,0,2,0,-2
7649,1,1,40,1685,1645
7650,1,1,277,1211,934
7651,0,0,18,0,-18
7652,0,0,46,0,-46
7653,1,0,112,0,-112
7654,0,0,30,0,-30
7655,1,0,5,0,-5
7656,1,1,145,1701,1556
7657,0,0,188,0,-188
7658,0,0,40,0,-40
7659,0,0,76,0,-76
7660,1,1,43,1375,1332
7661,1,1,185,1265,1080
7662,0,0,24,0,-24
7663,1,0,29,0,-29
7664,1,1,294,2102,1808
7665,0,0,35,0,-35
7666,0,0,11,0,-11
7667,1,0,62,0,-62
7668,1,0,30,0,-30
7669,1,0,107,0,-107
7670,0,0,52,0,-52
7671,0,0,56,0,-56
7672,0,0,71,0,-71
7673,0,0,84,0,-84
7674,0,0,35,0,-35
7675,1,0,20,0,-20
7676,0,0,2,0,-2
7677,1,1,33,1341,1308
7678,0,0,64,0,-64
7679,1,1,266,1931,1665
7680,1,1,115,1773,1658
7681,1,1,73,1357,1284
7682,1,1,745,1230,485
7683,1,1,381,2234,1853
7684,1,1,788,1206,418
7685,1,1,288,1210,922
7686,1,0,119,0,-119
7687,1,0,5,0,-5
7688,0,0,12,0,-12
7689,0,0,22,0,-22
7690,1,1,55,1346,1291
7691,1,0,7,0,-7
7692,0,0,5,0,-5
7693,0,0,9,0,-9
7694,0,0,4,0,-4
7695,1,0,10,0,-10
7696,0,0,8,0,-8
7697,1,0,12,0,-12
7698,0,0,15,0,-15
7699,1,0,28,0,-28
7700,0,0,31,0,-31
7701,0,0,12,0,-12
7702,1,1,187,2135,1948
7703,0,0,33,0,-33
7704,0,0,80,0,-80
7705,1,1,1019,3588,2569
7706,0,0,27,0,-27
7707,0,0,67,0,-67
7708,0,0,93,0,-93
7709,1,0,76,0,-76
7710,1,0,75,0,-75
7711,1,1,415,1264,849
7712,0,0,68,0,-68
7713,0,0,12,0,-12
7714,0,0,94,0,-94
7715,1,0,251,0,-251
7716,1,1,1968,1328,-640
7717,0,0,58,0,-58
7718,1,0,39,0,-39
7719,0,0,1,0,-1
7720,1,1,815,1812,997
7721,1,1,128,2728,2600
7722,1,0,3,0,-3
7723,1,1,851,1349,498
7724,0,0,144,0,-144
7725,1,1,213,1739,1526
7726,0,0,89,0,-89
7727,1,0,130,0,-130
7728,1,1,787,1276,489
7729,1,0,15,0,-15
7730,1,0,54,0,-54
7731,1,1,182,1332,1150
7732,1,0,19,0,-19
7733,1,0,30,0,-30
7734,0,0,26,0,-26
7735,1,1,675,1362,687
7736,1,1,2245,1584,-661
7737,0,0,16,0,-16
7738,1,0,91,0,-91
7739,0,0,17,0,-17
7740,1,1,553,1407,854
7741,1,0,26,0,-26
7742,0,0,29,0,-29
7743,0,0,5,0,-5
7744,1,0,55,0,-55
7745,1,1,153,1285,1132
7746,0,0,30,0,-30
7747,1,1,893,1393,500
7748,1,0,128,0,-128
7749,0,0,42,0,-42
7750,1,0,58,0,-58
7751,1,1,1880,2209,329
7752,1,0,5,0,-5
7753,1,0,100,0,-100
7754,0,0,2,0,-2
7755,0,0,93,0,-93
7756,1,0,247,0,-247
7757,0,0,10,0,-10
7758,1,1,353,1367,1014
7759,1,1,201,1235,1034
7760,1,1,1617,1281,-336
7761,1,0,11,0,-11
7762,1,1,1388,1272,-116
7763,0,0,106,0,-106
7764,0,0,91,0,-91
7765,0,0,12,0,-12
7766,1,0,27,0,-27
7767,0,0,4,0,-4
7768,0,0,8,0,-8
7769,1,1,269,1537,1268
7770,0,0,6,0,-6
7771,0,0,13,0,-13
7772,1,1,296,1242,946
7773,0,0,1,0,-1
7774,1,1,602,1301,699
7775,1,0,8,0,-8
7776,0,0,192,0,-192
7777,1,0,22,0,-22
7778,1,1,669,1210,541
7779,0,0,45,0,-45
7780,1,1,16,1222,1206
7781,0,0,13,0,-13
7782,1,1,561,1259,698
7783,0,0,55,0,-55
7784,0,0,62,0,-62
7785,0,0,42,0,-42
7786,1,1,213,1255,1042
7787,0,0,35,0,-35
7788,1,1,229,1418,1189
7789,1,0,23,0,-23
7790,0,0,1,0,-1
7791,1,1,44,1613,1569
7792,0,0,172,0,-172
7793,0,0,88,0,-88
7794,0,0,3,0,-3
7795,1,1,458,1648,1190
7796,0,0,5,0,-5
7797,1,0,10,0,-10
7798,1,1,119,1251,1132
7799,1,1,440,1531,1091
7800,0,0,127,0,-127
7801,0,0,84,0,-84
7802,1,0,119,0,-119
7803,1,1,244,1358,1114
7804,0,0,30,0,-30
7805,1,0,27,0,-27
7806,0,0,15,0,-15
7807,1,1,49,1234,1185
7808,1,0,73,0,-73
7809,0,0,29,0,-29
7810,1,1,271,1229,958
7811,1,0,30,0,-30
7812,1,1,411,1380,969
7813,0,0,8,0,-8
7814,1,0,7,0,-7
7815,0,0,6,0,-6
7816,0,0,34,0,-34
7817,0,0,60,0,-60
7818,1,0,12,0,-12
7819,1,0,20,0,-20
7820,1,1,78,1423,1345
7821,0,0,175,0,-175
7822,0,0,26,0,-26
7823,0,0,19,0,-19
7824,0,0,28,0,-28
7825,1,1,1254,2135,881
7826,1,0,27,0,-27
7827,0,0,8,0,-8
7828,1,1,123,1383,1260
7829,1,1,149,1325,1176
7830,1,1,209,1770,1561
7831,1,1,626,1213,587
7832,1,1,1527,1940,413
7833,1,0,3,0,-3
7834,1,1,686,1470,784
7835,0,0,15,0,-15
7836,0,0,354,0,-354
7837,1,0,2,0,-2
7838,0,0,17,0,-17
7839,0,0,97,0,-97
7840,1,0,11,0,-11
7841,0,0,83,0,-83
7842,0,0,17,0,-17
7843,1,0,22,0,-22
7844,0,0,58,0,-58
7845,1,0,10,0,-10
7846,1,0,46,0,-46
7847,0,0,90,0,-90
7848,1,1,1785,2431,646
7849,1,0,20,0,-20
7850,1,1,2586,2127,-459
7851,1,1,534,1585,1051
7852,1,0,12,0,-12
7853,0,0,25,0,-25
7854,1,0,16,0,-16
7855,1,0,33,0,-33
7856,0,0,157,0,-157
7857,0,0,30,0,-30
7858,0,0,42,0,-42
7859,1,0,48,0,-48
7860,1,0,16,0,-16
7861,0,0,48,0,-48
7862,1,1,340,1388,1048
7863,1,1,193,1264,1071
7864,0,0,32,0,-32
7865,1,0,18,0,-18
7866,1,1,225,1496,1271
7867,1,0,67,0,-67
7868,0,0,32,0,-32
7869,1,1,134,1216,1082
7870,1,0,14,0,-14
7871,0,0,7,0,-7
7872,1,1,270,1232,962
7873,1,0,13,0,-13
7874,1,0,3,0,-3
7875,0,0,122,0,-122
7876,1,0,38,0,-38
7877,0,0,5,0,-5
7878,1,1,403,1457,1054
7879,1,1,1289,1287,-2
7880,1,0,27,0,-27
7881,1,0,8,0,-8
7882,1,0,11,0,-11
7883,1,1,199,1236,1037
7884,1,0,40,0,-40
7885,1,0,30,0,-30
7886,1,1,74,1350,1276
7887,1,0,11,0,-11
7888,1,1,1804,2341,537
7889,1,0,44,0,-44
7890,1,1,386,1425,1039
7891,1,1,542,1300,758
7892,0,0,79,0,-79
7893,1,0,3,0,-3
7894,1,1,211,1971,1760
7895,0,0,0,0,0
7896,1,0,13,0,-13
7897,0,0,123,0,-123
7898,1,1,714,1248,534
7899,1,0,36,0,-36
7900,0,0,11,0,-11
7901,1,1,120,2303,2183
7902,1,1,36,1401,1365
7903,1,0,9,0,-9
7904,1,1,435,1201,766
7905,0,0,10,0,-10
7906,0,0,33,0,-33
7907,1,0,6,0,-6
7908,1,1,286,1259,973
7909,0,0,2,0,-2
7910,1,1,129,1611,1482
7911,0,0,38,0,-38
7912,0,0,36,0,-36
7913,1,1,331,1642,1311
7914,1,1,571,1538,967
7915,1,1,466,1318,852
7916,0,0,15,0,-15
7917,0,0,155,0,-155
7918,0,0,50,0,-50
7919,0,0,40,0,-40
7920,1,0,186,0,-186
7921,0,0,33,0,-33
7922,0,0,8,0,-8
7923,0,0,77,0,-77
7924,1,1,531,1353,822
7925,1,0,124,0,-124
7926,0,0,78,0,-78
7927,0,0,99,0,-99
7928,1,0,59,0,-59
7929,1,0,240,0,-240
7930,1,1,507,1804,1297
7931,1,0,21,0,-21
7932,1,1,290,2112,1822
7933,1,1,268,1372,1104
7934,1,0,33,0,-33
7935,0,0,38,0,-38
7936,0,0,13,0,-13
7937,1,0,34,0,-34
7938,1,1,428,1349,921
7939,1,0,88,0,-88
7940,0,0,9,0,-9
7941,0,0,10,0,-10
7942,1,0,83,0,-83
7943,1,1,495,2427,1932
7944,0,0,16,0,-16
7945,1,1,929,1309,380
7946,1,0,6,0,-6
7947,1,0,62,0,-62
7948,1,1,314,1778,1464
7949,1,1,1916,1341,-575
7950,0,0,102,0,-102
7951,1,0,10,0,-10
7952,1,1,209,2085,1876
7953,0,0,65,0,-65
7954,0,0,201,0,-201
7955,1,0,71,0,-71
7956,0,0,10,0,-10
7957,0,0,24,0,-24
7958,1,1,260,1270,1010
7959,0,0,26,0,-26
7960,1,1,1945,1360,-585
7961,0,0,61,0,-61
7962,1,0,4,0,-4
7963,0,0,114,0,-114
7964,1,0,82,0,-82
7965,1,0,53,0,-53
7966,0,0,57,0,-57
7967,0,0,34,0,-34
7968,0,0,64,0,-64
7969,0,0,26,0,-26
7970,0,0,11,0,-11
7971,0,0,5,0,-5
7972,0,0,40,0,-40
7973,1,0,14,0,-14
7974,1,1,33,1225,1192
7975,0,0,102,0,-102
7976,1,0,98,0,-98
7977,1,1,436,1430,994
7978,1,1,474,1454,980
7979,1,0,32,0,-32
7980,1,1,176,1269,1093
7981,0,0,108,0,-108
7982,1,0,8,0,-8
7983,1,1,640,2599,1959
7984,1,1,201,1244,1043
7985,1,0,43,0,-43
7986,1,1,150,3285,3135
7987,0,0,118,0,-118
7988,0,0,42,0,-42
7989,1,1,543,1575,1032
7990,1,1,733,1231,498
7991,0,0,15,0,-15
7992,1,0,15,0,-15
7993,1,1,1172,2035,863
7994,1,0,206,0,-206
7995,1,1,575,1326,751
7996,1,0,3,0,-3
7997,1,1,192,1806,1614
7998,1,0,2,0,-2
7999,1,0,60,0,-60
8000,0,0,30,0,-30
8001,1,1,569,1376,807
8002,0,0,31,0,-31
8003,0,0,23,0,-23
8004,0,0,21,0,-21
8005,1,1,635,1265,630
8006,1,1,418,1359,941
8007,0,0,17,0,-17
8008,1,0,7,0,-7
8009,0,0,35,0,-35
8010,0,0,4,0,-4
8011,1,0,12,0,-12
8012,1,0,87,0,-87
8013,0,0,15,0,-15
8014,0,0,4,0,-4
8015,0,0,146,0,-146
8016,1,1,218,1240,1022
8017,1,1,297,1348,1051
8018,1,1,1380,1473,93
8019,1,0,31,0,-31
8020,1,1,819,1240,421
8021,0,0,18,0,-18
8022,0,0,87,0,-87
8023,1,0,11,0,-11
8024,0,0,78,0,-78
8025,1,0,0,0,0
8026,0,0,55,0,-55
8027,0,0,21,0,-21
8028,0,0,57,0,-57
8029,0,0,1,0,-1
8030,1,0,151,0,-151
8031,0,0,113,0,-113
8032,0,0,17,0,-17
8033,0,0,29,0,-29
8034,0,0,14,0,-14
8035,0,0,17,0,-17
8036,1,0,8,0,-8
8037,1,1,1801,1244,-557
8038,0,0,118,0,-118
8039,1,0,78,0,-78
8040,1,0,1,0,-1
8041,1,1,34,1340,1306
8042,0,0,49,0,-49
8043,1,1,332,1955,1623
8044,1,1,1386,1400,14
8045,0,0,24,0,-24
8046,0,0,213,0,-213
8047,1,0,2,0,-2
8048,0,0,166,0,-166
8049,1,1,469,1593,1124
8050,1,1,18,1514,1496
8051,0,0,1,0,-1
8052,0,0,61,0,-61
8053,0,0,89,0,-89
8054,1,1,530,2086,1556
8055,0,0,233,0,-233
8056,1,1,24,1554,1530
8057,1,0,66,0,-66
8058,1,1,240,1431,1191
8059,1,0,34,0,-34
8060,1,0,1,0,-1
8061,0,0,35,0,-35
8062,1,1,405,1327,922
8063,1,0,3,0,-3
8064,1,1,426,1316,890
8065,1,1,1112,1348,236
8066,0,0,138,0,-138
8067,0,0,53,0,-53
8068,1,0,20,0,-20
8069,1,1,135,1220,1085
8070,0,0,17,0,-17
8071,0,0,124,0,-124
8072,1,0,3,0,-3
8073,0,0,46,0,-46
8074,0,0,52,0,-52
8075,1,0,21,0,-21
8076,0,0,11,0,-11
8077,0,0,69,0,-69
8078,1,0,28,0,-28
8079,0,0,81,0,-81
8080,0,0,72,0,-72
8081,0,0,35,0,-35
8082,0,0,3,0,-3
8083,1,1,680,1706,1026
8084,0,0,95,0,-95
8085,0,0,28,0,-28
8086,1,0,99,0,-99
8087,1,1,706,1364,658
8088,1,1,489,1408,919
8089,1,0,17,0,-17
8090,1,0,32,0,-32
8091,1,0,4,0,-4
8092,0,0,4,0,-4
8093,1,0,11,0,-11
8094,0,0,56,0,-56
8095,1,1,205,1246,1041
8096,0,0,13,0,-13
8097,0,0,52,0,-52
8098,1,0,183,0,-183
8099,1,0,12,0,-12
8100,1,1,1425,1218,-207
8101,0,0,41,0,-41
8102,0,0,70,0,-70
8103,1,1,173,2515,2342
8104,0,0,121,0,-121
8105,1,1,359,1419,1060
8106,0,0,49,0,-49
8107,0,0,22,0,-22
8108,0,0,6,0,-6
8109,1,1,293,2085,1792
8110,1,0,82,0,-82
8111,1,0,46,0,-46
8112,1,0,44,0,-44
8113,1,0,46,0,-46
8114,1,1,1198,1418,220
8115,1,0,89,0,-89
8116,1,0,26,0,-26
8117,0,0,130,0,-130
8118,1,1,791,1347,556
8119,0,0,67,0,-67
8120,1,1,668,1309,641
8121,0,0,23,0,-23
8122,1,1,126,1355,1229
8123,1,0,56,0,-56
8124,1,1,1029,1291,262
8125,1,1,1314,1604,290
8126,1,1,1185,1380,195
8127,0,0,60,0,-60
8128,1,0,19,0,-19
8129,0,0,28,0,-28
8130,1,1,670,1232,562
8131,1,0,182,0,-182
8132,1,0,117,0,-117
8133,1,1,1591,1470,-121
8134,1,0,174,0,-174
8135,1,0,16,0,-16
8136,0,0,68,0,-68
8137,1,0,13,0,-13
8138,1,0,78,0,-78
8139,1,0,53,0,-53
8140,1,0,18,0,-18
8141,1,1,106,1426,1320
8142,1,0,45,0,-45
8143,1,1,390,1553,1163
8144,1,1,739,2020,1281
8145,1,0,32,0,-32
8146,1,1,402,1324,922
8147,0,0,136,0,-136
8148,0,0,0,0,0
8149,0,0,51,0,-51
8150,0,0,12,0,-12
8151,1,0,23,0,-23
8152,0,0,6,0,-6
8153,0,0,25,0,-25
8154,0,0,38,0,-38
8155,1,0,145,0,-145
8156,0,0,214,0,-214
8157,1,1,1001,1361,360
8158,1,0,45,0,-45
8159,1,1,280,2128,1848
8160,1,0,7,0,-7
8161,1,1,490,1714,1224
8162,1,1,147,2513,2366
8163,1,0,51,0,-51
8164,1,0,42,0,-42
8165,0,0,27,0,-27
8166,1,0,47,0,-47
8167,1,0,101,0,-101
8168,1,0,12,0,-12
8169,1,0,94,0,-94
8170,1,0,9,0,-9
8171,1,0,118,0,-118
8172,1,1,466,1203,737
8173,1,1,444,1259,815
8174,0,0,56,0,-56
8175,0,0,1,0,-1
8176,1,0,6,0,-6
8177,1,1,61,1353,1292
8178,1,1,186,1288,1102
8179,1,1,847,2236,1389
8180,1,0,2,0,-2
8181,1,0,10,0,-10
8182,1,0,71,0,-71
8183,0,0,31,0,-31
8184,1,1,87,1342,1255
8185,1,0,46,0,-46
8186,0,0,76,0,-76
8187,0,0,0,0,0
8188,1,1,717,1346,629
8189,0,0,216,0,-216
8190,0,0,18,0,-18
8191,0,0,8,0,-8
8192,1,1,1071,1482,411
8193,1,1,419,1342,923
8194,1,0,58,0,-58
8195,1,1,1868,1243,-625
8196,1,0,90,0,-90
8197,1,0,54,0,-54
8198,0,0,31,0,-31
8199,0,0,47,0,-47
8200,0,0,28,0,-28
8201,0,0,84,0,-84
8202,1,0,32,0,-32
8203,0,0,57,0,-57
8204,1,1,972,1323,351
8205,1,1,180,1435,1255
8206,1,0,10,0,-10
8207,1,0,29,0,-29
8208,1,0,21,0,-21
8209,1,0,34,0,-34
8210,1,1,554,2207,1653
8211,1,1,253,1298,1045
8212,0,0,210,0,-210
8213,1,1,701,1453,752
8214,1,1,13,1644,1631
8215,1,1,300,1249,949
8216,1,0,154,0,-154
8217,0,0,96,0,-96
8218,0,0,131,0,-131
8219,1,1,230,2997,2767
8220,0,0,59,0,-59
8221,0,0,26,0,-26
8222,1,1,432,1225,793
8223,1,0,116,0,-116
8224,0,0,41,0,-41
8225,1,0,74,0,-74
8226,1,1,328,1344,1016
8227,1,1,338,1385,1047
8228,1,1,622,1426,804
8229,0,0,59,0,-59
8230,0,0,7,0,-7
8231,1,1,510,1485,975
8232,0,0,64,0,-64
8233,0,0,33,0,-33
8234,1,0,73,0,-73
8235,1,0,2,0,-2
8236,1,0,0,0,0
8237,1,1,50,1481,1431
8238,1,0,70,0,-70
8239,1,1,227,1309,1082
8240,1,0,93,0,-93
8241,1,1,1263,2201,938
8242,0,0,7,0,-7
8243,0,0,24,0,-24
8244,0,0,86,0,-86
8245,0,0,1,0,-1
8246,1,1,68,1224,1156
8247,0,0,89,0,-89
8248,0,0,11,0,-11
8249,0,0,23,0,-23
8250,1,1,27,3690,3663
8251,0,0,29,0,-29
8252,0,0,1,0,-1
8253,1,1,1141,1313,172
8254,0,0,36,0,-36
8255,1,0,15,0,-15
8256,1,1,1096,1503,407
8257,1,0,38,0,-38
8258,1,1,371,1815,1444
8259,1,1,484,1569,1085
8260,0,0,45,0,-45
8261,1,1,287,1693,1406
8262,0,0,10,0,-10
8263,1,1,1561,1584,23
8264,1,0,5,0,-5
8265,1,1,103,1265,1162
8266,0,0,171,0,-171
8267,1,1,417,1221,804
8268,0,0,13,0,-13
8269,1,1,1498,3105,1607
8270,1,0,30,0,-30
8271,0,0,33,0,-33
8272,1,1,160,1462,1302
8273,1,0,56,0,-56
8274,0,0,33,0,-33
8275,1,1,697,2189,1492
8276,1,1,285,2909,2624
8277,1,0,16,0,-16
8278,1,1,474,1345,871
8279,1,0,6,0,-6
8280,1,0,1,0,-1
8281,1,1,433,1202,769
8282,1,1,801,1201,400
8283,1,0,56,0,-56
8284,1,1,198,1363,1165
8285,1,0,39,0,-39
8286,1,1,586,1743,1157
8287,1,0,87,0,-87
8288,0,0,0,0,0
8289,0,0,40,0,-40
8290,0,0,31,0,-31
8291,1,0,85,0,-85
8292,1,0,58,0,-58
8293,0,0,6,0,-6
8294,1,1,251,1270,1019
8295,1,0,44,0,-44
8296,1,1,498,1862,1364
8297,0,0,23,0,-23
8298,0,0,212,0,-212
8299,1,1,821,5727,4906
8300,0,0,36,0,-36
8301,0,0,0,0,0
8302,1,1,401,1621,1220
8303,0,0,59,0,-59
8304,1,0,43,0,-43
8305,1,0,13,0,-13
8306,0,0,42,0,-42
8307,0,0,35,0,-35
8308,1,1,1266,1235,-31
8309,1,1,428,1638,1210
8310,1,0,19,0,-19
8311,1,0,82,0,-82
8312,1,0,24,0,-24
8313,1,0,59,0,-59
8314,1,1,1174,1269,95
8315,1,0,36,0,-36
8316,1,0,29,0,-29
8317,0,0,78,0,-78
8318,1,0,3,0,-3
8319,0,0,81,0,-81
8320,1,0,27,0,-27
8321,1,1,245,1262,1017
8322,1,1,673,1261,588
8323,1,0,4,0,-4
8324,1,1,203,1407,1204
8325,1,0,4,0,-4
8326,1,1,423,1236,813
8327,1,1,1880,1337,-543
8328,1,1,508,2060,1552
8329,1,0,36,0,-36
8330,1,1,2085,1719,-366
8331,0,0,117,0,-117
8332,1,0,171,0,-171
8333,0,0,24,0,-24
8334,1,0,110,0,-110
8335,1,0,76,0,-76
8336,1,1,1461,1505,44
8337,1,0,29,0,-29
8338,0,0,14,0,-14
8339,0,0,67,0,-67
8340,1,1,78,1226,1148
8341,1,1,55,1387,1332
8342,0,0,1,0,-1
8343,1,0,159,0,-159
8344,1,0,38,0,-38
8345,1,1,1618,1535,-83
8346,0,0,36,0,-36
8347,0,0,58,0,-58
8348,1,1,79,1259,1180
8349,1,0,28,0,-28
8350,1,0,28,0,-28
8351,1,0,33,0,-33
8352,1,1,1135,1274,139
8353,1,1,1060,1397,337
8354,0,0,58,0,-58
8355,0,0,158,0,-158
8356,1,1,960,1356,396
8357,1,1,87,1288,1201
8358,1,1,247,1653,1406
8359,1,0,13,0,-13
8360,0,0,74,0,-74
8361,0,0,21,0,-21
8362,0,0,58,0,-58
8363,1,0,99,0,-99
8364,0,0,19,0,-19
8365,0,0,63,0,-63
8366,1,1,705,1200,495
8367,0,0,30,0,-30
8368,1,1,33,1351,1318
8369,1,1,1672,1787,115
8370,1,1,152,1337,1185
8371,0,0,53,0,-53
8372,1,0,88,0,-88
8373,1,0,11,0,-11
8374,1,1,327,2006,1679
8375,1,0,0,0,0
8376,0,0,69,0,-69
8377,1,0,143,0,-143
8378,1,1,196,2387,2191
8379,1,1,455,1581,1126
8380,1,1,1080,1274,194
8381,0,0,22,0,-22
8382,0,0,97,0,-97
8383,0,0,105,0,-105
8384,1,0,136,0,-136
8385,0,0,34,0,-34
8386,1,0,23,0,-23
8387,0,0,0,0,0
8388,1,0,1,0,-1
8389,1,0,7,0,-7
8390,1,1,217,1302,1085
8391,1,1,211,1491,1280
8392,0,0,162,0,-162
8393,0,0,5,0,-5
8394,1,0,6,0,-6
8395,1,1,413,1223,810
8396,1,0,67,0,-67
8397,1,1,111,1328,1217
8398,1,0,68,0,-68
8399,1,1,227,1740,1513
8400,1,0,168,0,-168
8401,0,0,48,0,-48
8402,1,1,784,1399,615
8403,1,1,103,1378,1275
8404,0,0,71,0,-71
8405,1,0,87,0,-87
8406,1,1,408,1396,988
8407,1,1,160,1705,1545
8408,1,0,9,0,-9
8409,1,0,15,0,-15
8410,1,1,367,2629,2262
8411,0,0,35,0,-35
8412,1,1,72,1924,1852
8413,0,0,35,0,-35
8414,1,0,8,0,-8
8415,0,0,72,0,-72
8416,1,0,66,0,-66
8417,1,1,652,1506,854
